Código del libro,Titulo,Autor,Año de publicación,DOI_Original,Editorial,Abstract,Keywords,"Institución coeditora (separar cada institución con "";"")",Idioma,OpenAlex_ID,OpenAlex_Title,OpenAlex_Author,OpenAlex_Concepts,OpenAlex_Citations,OpenAlex_Similarity,Metodo_Match,Area_Conocimiento,W_Citas,Titulos_Editorial_Area,W_Editorial,Titulo_Final,Autor_Final,Tag,W_Editorial_Norm,W_Citas_Norm
UGU0111,El mundo del libro: tesoros bibliográficos en la Biblioteca Armando Olivares Tomo II ,Miguel Ángel Guzmán López; Varios Autores,2023,,Universidad de Guanajuato,"En el devenir del siglo XX y los primeros años del XXI, las bibliotecas han debido transformarse para satisfacer las necesidades que exigen los nuevos modelos educativos y las tecnologías. El conjunto de ensayos de El mundo del libro. Tesoros bibliográficos en la Biblioteca Armando Olivares, I y II, entrega a la sociedad un homenaje múltiple a ese emblemático espacio y a su invaluable colección. En particular, esta segunda parte, además de complementar aquellas investigaciones que rescatan los tesoros bibliográficos incluidos en la Parte I de este título, ha hecho un recorrido actual de la Bibblioteca Armando Olivares, es decir, las herramientas, los títulos, el alcance, la difusión, la cercanía con sus usuarios, el fomento y todo aquello que forma parte de su naturaleza; y con las herramientas tecnológicas que deben representar un aliado para las bibliotecas antiguas. Así pues, nuevos estudios indagan en los títulos antiguos que se resguardan y en su impacto histórico-cultural en la actualidad. (Consulte también el Tomo I de esta importante obra).",El libro; Libro antiguo; Biblioteca; Conservación bibliográfica,No aplica,Español,,,,,0,0.0,No Encontrado,Literatura,0.0,34,1.3555348061489414,El mundo del libro: tesoros bibliográficos en la Biblioteca Armando Olivares Tomo II,Miguel Ángel Guzmán López,mundo libro tesoros bibliográficos biblioteca armando olivares tomo mundo libro tesoros bibliográficos biblioteca armando olivares tomo miguel ángel guzmán lópez universidaddeguanajuato universidaddeguanajuato libro libro antiguo biblioteca conservación bibliográfica libro libro antiguo biblioteca conservación bibliográfica libro libro antiguo biblioteca conservación bibliográfica literatura devenir siglo primeros años xxi bibliotecas debido transformarse satisfacer necesidades exigen nuevos modelos educativos tecnologías conjunto ensayos mundo libro tesoros bibliográficos biblioteca armando olivares entrega sociedad homenaje múltiple emblemático espacio invaluable colección particular segunda parte además complementar aquellas investigaciones rescatan tesoros bibliográficos incluidos parte título hecho recorrido actual bibblioteca armando olivares decir herramientas títulos alcance difusión cercanía usuarios fomento aquello forma parte naturaleza herramientas tecnológicas deben representar aliado bibliotecas antiguas así pues nuevos estudios indagan títulos antiguos resguardan impacto histórico cultural actualidad consulte tomo importante obra,0.4765,0.0
UGU0112,El nocturno en sol (Chopin) y otros cuentos ,Rubén M. Campos; Alejandro Ramírez Medina,2023,,Universidad de Guanajuato,"Edición anotada a cargo de Alejandro Ramírez Medina, de la obra narrativa de Rubén M. Campos, que forma parte del movimiento decadentista, publicada en la Revista Moderna, una de las publicaciones de mayor prestigio literario de la historia literaria de México. La colección Lecturas Valenciana recupera la obra cuentística del escritor guanajuatense Rubén M. Campos, en su estética decadente y modernista. Esta obra nace con la posible finalidad de romper la posible distancia temporal de los cuentos, se hicieron ajustes de acuerdo con la normativa gramatical actual, pero se respetaron la marcas de época. Se intenta, pues, reposicionar la obra de Campos en 2023 y años sucesivos, objetivos de las Lecturas Valenciana que, gracias a las obras comentadas de autores principalmnete decimonónicos, aporta a la cultura mexicana.&nbsp;",Edición crítica y comentada; Literatura mexicana; Rubén M. Campos; Contexto histórico; Narrativa,No aplica,Español,,,,,0,0.0,No Encontrado,Literatura,0.0,34,1.3555348061489414,El nocturno en sol y otros cuentos,Rubén M. Campos,nocturno sol cuentos nocturno sol cuentos rubén campos universidaddeguanajuato universidaddeguanajuato edición crítica comentada literatura mexicana rubén campos contexto histórico narrativa edición crítica comentada literatura mexicana rubén campos contexto histórico narrativa edición crítica comentada literatura mexicana rubén campos contexto histórico narrativa literatura edición anotada cargo alejandro ramírez medina obra narrativa rubén campos forma parte movimiento decadentista publicada revista moderna publicaciones mayor prestigio literario historia literaria méxico colección lecturas valenciana recupera obra cuentística escritor guanajuatense rubén campos estética decadente modernista obra nace posible finalidad romper posible distancia temporal cuentos hicieron ajustes acuerdo normativa gramatical actual respetaron marcas época intenta pues reposicionar obra campos 2023 años sucesivos objetivos lecturas valenciana gracias obras comentadas autores principalmnete decimonónicos aporta cultura mexicana nbsp,0.4765,0.0
UGU0113,El universo de eUGrekamigos ,Artemisa Helguera,2023,,Universidad de Guanajuato,"El libro reune 27 capítulos compilados en cuatro ejes del conocimiento que abarcan grandes temas de la ciencia: El universo, La naturaleza, El mundo pequeño y Seres humanos. Se encuentran aportaciones de temáticas generales y de interés actual como el pasado, presente y futuro de la humanidad; la alimentación y su impacto en la vida diaria, así como en el buen funcionamiento de la anatomía humana; apuntes sobre historia nacional y universal; avances en el campo de la biología, química y física; entre otras temáticas reunidas de tal forma que han dado como resultado este libro dirigido a lectores de todas las edades, no obstante, con una pequeña dosis de trazado juvenil e infantil. Se trata de un libro de comunicación pública de la ciencia, herramienta fundamental para la formación de ciudadanos conscientes de su entorno natural y social, capaces de comprender las innovaciones científicas y tecnológicas y tener un papel activo en la reflexión y análisis de la realidad. ",Ciencia; Astronomía; Universo; Naturaleza; El ser humano y su entorno; Ciencia al alcance: niños y adolescentes,No aplica,Español,,,,,0,0.0,No Encontrado,No Ficción Juvenil,0.0,7,1.2079441541679836,El universo de eUGrekamigos,Artemisa Helguera,universo eugrekamigos universo eugrekamigos artemisa helguera universidaddeguanajuato universidaddeguanajuato ciencia astronomía universo naturaleza humano entorno ciencia alcance niños adolescentes ciencia astronomía universo naturaleza humano entorno ciencia alcance niños adolescentes ciencia astronomía universo naturaleza humano entorno ciencia alcance niños adolescentes ficción juvenil libro reune capítulos compilados cuatro ejes conocimiento abarcan grandes temas ciencia universo naturaleza mundo pequeño seres humanos encuentran aportaciones temáticas generales interés actual pasado presente futuro humanidad alimentación impacto vida diaria así buen funcionamiento anatomía humana apuntes historia nacional universal avances campo biología química física temáticas reunidas tal forma dado resultado libro dirigido lectores todas edades obstante pequeña dosis trazado juvenil infantil trata libro comunicación pública ciencia herramienta fundamental formación ciudadanos conscientes entorno natural social capaces comprender innovaciones científicas tecnológicas tener papel activo reflexión análisis realidad,0.2308,0.0
UGU0114,Ensayos decimonónicos ,Laureana Wright de Kleinhans,2023,,Universidad de Guanajuato,"Se trata de una edición anotada, a cargo de&nbsp;María Fernanda García Martínez, de la obra&nbsp;ensayística de&nbsp;Laureana Wrigth de Kleinhans, una escritora decimonónica que marcó el camino de las reflexiones feministas desde la literatura y el periodismo. Es una autora que debe incorporarse con urgencia al canon literario, ya que forma parte importante de nuestro patrimonio intelectual nacional. La presente edición consta de diez ensayos publicados originalmente durante el año de 1888 en Violetas del Anáhuac, periódico del que Laureana fuera directora. Esperando que se avive la curiosidad por conocer a fondo los textos que aquí se presentan.&nbsp;",Edición crítica y comentada; Literatura mexicana; Ensayos; Disertaciones; El periodismo; Pensamiento,No aplica,Español,,,,,0,0.0,No Encontrado,Literatura,0.0,34,1.3555348061489414,Ensayos decimonónicos,Laureana Wright de Kleinhans,ensayos decimonónicos ensayos decimonónicos laureana wright kleinhans universidaddeguanajuato universidaddeguanajuato edición crítica comentada literatura mexicana ensayos disertaciones periodismo pensamiento edición crítica comentada literatura mexicana ensayos disertaciones periodismo pensamiento edición crítica comentada literatura mexicana ensayos disertaciones periodismo pensamiento literatura trata edición anotada cargo nbsp maría fernanda garcía martínez obra nbsp ensayística nbsp laureana wrigth kleinhans escritora decimonónica marcó camino reflexiones feministas literatura periodismo autora debe incorporarse urgencia canon literario forma parte importante patrimonio intelectual nacional presente edición consta diez ensayos publicados originalmente año 1888 violetas anáhuac periódico laureana directora esperando avive curiosidad conocer fondo textos aquí presentan nbsp,0.4765,0.0
UGU0115,Escribir para cuerpos y voces Quinto Premio Jorge Ibargüengoitia de Literatura,David Olguín,2023,,Universidad de Guanajuato,"A manera de discurso pronunciado tras recibir el Quinto Premio Jorge Ibargüengoita de Literatura en el ámbito de dramaturgia, David Olguín ha hecho un resumen de su trayectoria, sus obras, su estilo narrativo, personajes, obsesiones, grandilocuencias y dialógos, que lo han posicionado como uno de los autores de más renombre en la dramaturgia actual. “La maizada”, “La puerta del fondo” o “Bajo tierra” son solo algunos de los ejemplos de una obra tan basta como profunda, teniendo al telón como cómplice de las puestas en escena o lecturas de un teatro mexicano contemporáneo bien representado por Olguín. Este Escribir para cuerpos y voces abre el telón de sus reconocimientos a nivel nacional y el Premio Jorge Ibargüengoitia como ejemplo.",Autores hispanoamericanos; Discurso; Dramaturgo; Premio Jorge Ibargüengoitia,No aplica,Español,,,,,0,0.0,No Encontrado,Literatura,0.0,34,1.3555348061489414,Escribir para cuerpos y voces Quinto Premio Jorge Ibargüengoitia de Literatura,David Olguín,escribir cuerpos voces quinto premio jorge ibargüengoitia literatura escribir cuerpos voces quinto premio jorge ibargüengoitia literatura david olguín universidaddeguanajuato universidaddeguanajuato autores hispanoamericanos discurso dramaturgo premio jorge ibargüengoitia autores hispanoamericanos discurso dramaturgo premio jorge ibargüengoitia autores hispanoamericanos discurso dramaturgo premio jorge ibargüengoitia literatura manera discurso pronunciado tras recibir quinto premio jorge ibargüengoita literatura ámbito dramaturgia david olguín hecho resumen trayectoria obras estilo narrativo personajes obsesiones grandilocuencias dialógos posicionado autores renombre dramaturgia actual maizada puerta fondo bajo tierra solo ejemplos obra tan basta profunda telón cómplice puestas escena lecturas teatro mexicano contemporáneo bien representado olguín escribir cuerpos voces abre telón reconocimientos nivel nacional premio jorge ibargüengoitia ejemplo,0.4765,0.0
UGU0116,Estelas y bosquejos Poesías,Dolores Correa Zapata; Diana Regina de la Paz Cadena Espinosa,2023,,Universidad de Guanajuato,"Edición anotada a cargo de Diana Regina de la Paz Cadena Espinosa, de la obra poética de Dolores Correa Zapata, escritora y profesora decimonónica, que formó parte del grupo de mujeres polifacéticas, profesionistas destacadas, muchas de ellas abocadas a la carrera docente. Compilación de veintisiete poemas que expresan las reflexiones más profundas y sobre diversas temáticas que permean en el pensamiento de la mujer ilustrada decimonónica mexicana. También se incluye un poema de la autoría del escritor Limbano Correa en respuesta al que le dedicó la autora al inicio de su carrera poética y que también podemos encontrar en la primera edición de este poemario. En definitiva, sirva esta edición como rescate de la obra de Dolores: su postura, su prosa y poesía, su pensamiento y conocimiento, inmerso en un México caótico. Lecturas Valenciana se congratula de ofrecer esta obra, con los minuciosos aportes de Diana de la Paz.",Edición crítica y comentada; Lírica; Prosa; Verso; Métrica; Dolores Correa Zapata,No aplica,Español,,,,,0,0.0,No Encontrado,Literatura,0.0,34,1.3555348061489414,Estelas y bosquejos Poesías,Dolores Correa Zapata,estelas bosquejos poesías estelas bosquejos poesías dolores correa zapata universidaddeguanajuato universidaddeguanajuato edición crítica comentada lírica prosa verso métrica dolores correa zapata edición crítica comentada lírica prosa verso métrica dolores correa zapata edición crítica comentada lírica prosa verso métrica dolores correa zapata literatura edición anotada cargo diana regina paz cadena espinosa obra poética dolores correa zapata escritora profesora decimonónica formó parte grupo mujeres polifacéticas profesionistas destacadas muchas abocadas carrera docente compilación veintisiete poemas expresan reflexiones profundas diversas temáticas permean pensamiento mujer ilustrada decimonónica mexicana incluye poema autoría escritor limbano correa respuesta dedicó autora inicio carrera poética podemos encontrar primera edición poemario definitiva sirva edición rescate obra dolores postura prosa poesía pensamiento conocimiento inmerso méxico caótico lecturas valenciana congratula ofrecer obra minuciosos aportes diana paz,0.4765,0.0
UGU0117,Formacion-es. Aportaciones de jóvenes a la investigación educativa ,Enoc Obed de la Sancha Villa; Mireya Martí Reyes,2023,10.61437/UGTO.9786075800240.9786075800257,Universidad de Guanajuato,"Obra que tiene como objetivo dar a conocer los productos de investigación educativa que elaboran en conjunto investigadores jóvenes o en formación e investigadores experimentados. Se evidencia la amplitud de situaciones educativas que pueden indagarse desde metodologías diversas, pero sobre todo, es un libro que invita a reconocer la importancia de recuperar y concretar los esfuerzos derivados del trabajo y aprendizaje conjunto entre profesores y jóvenes investigadores. En cada texto se vislumbran las tradiciones imperantes en el campo de la investigación educativa: teorías, recursos metodológicos, corpus normativos, en un interjuego con temas emergentes como la pandemia, el confinamiento, rezago educativo, actualidad educativa, tecnologías en la educación, reformas y legislaciones educativas, telebachilleratos, literatura educativa, universidad, medio superior y básica; la educación en Guanajuato y en otras regiones del país.  ",Teorías de la educación; Educación/pandemia; Desarrollo social; Estudios de caso; Reformas educativas; Conductas,No aplica,Español,https://openalex.org/W4400073055,,,Humanities,0,1.0,DOI (Lote),Educación,0.0,17,1.2890371757896164,Formacion-es. Aportaciones de jóvenes a la investigación educativa,Enoc Obed de la Sancha Villa,formacion aportaciones jóvenes investigación educativa formacion aportaciones jóvenes investigación educativa enoc obed sancha villa universidaddeguanajuato universidaddeguanajuato teorías educación educación pandemia desarrollo social estudios caso reformas educativas conductas teorías educación educación pandemia desarrollo social estudios caso reformas educativas conductas teorías educación educación pandemia desarrollo social estudios caso reformas educativas conductas educación humanities obra objetivo dar conocer productos investigación educativa elaboran conjunto investigadores jóvenes formación investigadores experimentados evidencia amplitud situaciones educativas pueden indagarse metodologías diversas libro invita reconocer importancia recuperar concretar esfuerzos derivados trabajo aprendizaje conjunto profesores jóvenes investigadores cada texto vislumbran tradiciones imperantes campo investigación educativa teorías recursos metodológicos corpus normativos interjuego temas emergentes pandemia confinamiento rezago educativo actualidad educativa tecnologías educación reformas legislaciones educativas telebachilleratos literatura educativa universidad medio superior básica educación guanajuato regiones país,0.3658,0.0
UGU0118,Historia de la fundación de la Universidad de Guanajuato (1732-1828) ,Guadalupe Curiel Defossé; Miguel García Audelo; Leonor Beatriz Gutiérrez Márquez,2023,,Universidad de Guanajuato,"Obra que recorre la historia de la Universidad de Guanajuato desde su fundación (con el nombre de Hospicio) en 1732 hasta su transformación en Colegio del Estado en 1828. Con el sustento de nuevas fuentes bibliográficas y de archivo -algunas de ellas aprovechadas por primera ocasión-, ese específico siglo fundacional se aborda en este libro con el propósito de ahondar en el conocimiento del devenir histórico de una entidad hoy reconocida por su calidad educativa. Aunado al tratamiento crítico de las fuentes y al renovado planteamiento, la investigación se enriquece con una cronología del Colegio correspondiente al lapso indicado, con la reproducción de una serie de mapas de la época y, al fin, en lo que ha de considerarse como su aportación trascendental, con la presentación del corpus documental resguardado en el Archivo General de la Nación relativo a esa etapa histórica, en el que conviven documentos ya trabajados pero de difícil acceso con manuscritos poco conocidos e inéditos, que coadyuvarán, indudablemente, a afianzar el conocimiento de la historia institucional y que se relaciona con etapas históricas nacionales, como la última etapa colonial y la independencia.",Educación superior; Histórico; Universidad de Guanajuato; Historia regional y estatal; Etapas históricas y educación,No aplica,Español,,,,,0,0.0,No Encontrado,Educación,0.0,17,1.2890371757896164,Historia de la fundación de la Universidad de Guanajuato,Guadalupe Curiel Defossé,historia fundación universidad guanajuato historia fundación universidad guanajuato guadalupe curiel defossé universidaddeguanajuato universidaddeguanajuato educación superior histórico universidad guanajuato historia regional estatal etapas históricas educación educación superior histórico universidad guanajuato historia regional estatal etapas históricas educación educación superior histórico universidad guanajuato historia regional estatal etapas históricas educación educación obra recorre historia universidad guanajuato fundación nombre hospicio 1732 transformación colegio 1828 sustento nuevas fuentes bibliográficas archivo aprovechadas primera ocasión específico siglo fundacional aborda libro propósito ahondar conocimiento devenir histórico entidad hoy reconocida calidad educativa aunado tratamiento crítico fuentes renovado planteamiento investigación enriquece cronología colegio correspondiente lapso indicado reproducción serie mapas época fin considerarse aportación trascendental presentación corpus documental resguardado archivo general nación relativo etapa histórica conviven documentos trabajados difícil acceso manuscritos conocidos inéditos coadyuvarán indudablemente afianzar conocimiento historia institucional relaciona etapas históricas nacionales última etapa colonial independencia,0.3658,0.0
UGU0119,Introducción a los Primeros Auxilios ,Corina Mariela Alba Alba; Elizabeth Guzmán Ortiz,2023,10.61437/UGTO.9786074419788,Universidad de Guanajuato,"La presente obra es un referente práctico sencillo que se dirige a los profesionales de la salud, así como a los estudiantes que se encuentra en formación académica. Se incluye un conjunto de temas organizados por capítulos. Los temas de primeros auxilios fueron seleccionados cuidadosamente de acuerdo con los accidentes más frecuentes en la vida cotidiana. Cada tema incluye su definición, causas, clasificación, sintomatología y primeros auxilios, aunado a las precauciones que se deben tomar con cautela a la hora de brindar los primeros auxilios. La sección de primeros auxilios tiene el objetivo de poner al alcance información basada en la evidencia, pero al mismo tiempo básica y fácil de asimilar para que pueda haber un primer respondiente en cada persona que lo lea. A los lectores se les invita a hacer esfuerzos adicionales para desarrollar las habilidades y competencias necesarias, de preferencia bajo supervisión de personal de salud acreditado. Se puede afirmar que si las víctimas de accidentes recibieran de manera adecuada y oportuna los primeros auxilios, aumentarían las probabilidades de sobrevivir y, a su vez, disminuiría el riesgo de secuelas tanto físicas como psicológicas. ",Salud; Primeros auxilios; Tratamiento de pacientes; Prevención de accidentes y desastres,Fides Ediciones,Español,https://openalex.org/W4386951299,,,Humanities; Persona; Art; Philosophy,0,1.0,DOI (Lote),Salud y Medicina,0.0,2,1.109861228866811,Introducción a los Primeros Auxilios,Corina Mariela Alba Alba,introducción primeros auxilios introducción primeros auxilios corina mariela alba alba universidaddeguanajuato universidaddeguanajuato salud primeros auxilios tratamiento pacientes prevención accidentes desastres salud primeros auxilios tratamiento pacientes prevención accidentes desastres salud primeros auxilios tratamiento pacientes prevención accidentes desastres salud medicina humanities persona art philosophy presente obra referente práctico sencillo dirige profesionales salud así estudiantes encuentra formación académica incluye conjunto temas organizados capítulos temas primeros auxilios seleccionados cuidadosamente acuerdo accidentes frecuentes vida cotidiana cada tema incluye definición causas clasificación sintomatología primeros auxilios aunado precauciones deben tomar cautela hora brindar primeros auxilios sección primeros auxilios objetivo poner alcance información basada evidencia mismo tiempo básica fácil asimilar pueda haber primer respondiente cada persona lea lectores invita hacer esfuerzos adicionales desarrollar habilidades competencias necesarias preferencia bajo supervisión personal salud acreditado puede afirmar víctimas accidentes recibieran manera adecuada oportuna primeros auxilios aumentarían probabilidades sobrevivir vez disminuiría riesgo secuelas físicas psicológicas,0.0675,0.0
UGU0120,Investigaciones fenomenológicas sobre el sentido y el lenguaje ,M. Teresa Álvarez Mateos; Luis A. Canela Morales; Armando I. Quezada Medina,2023,10.61437/UGTO.9786074419856,Universidad de Guanajuato,"El conjunto de investigaciones filosóficas que componen este libro tiene como hilo conductor relativo, directa o indirectamente, la relación entre la fenomenología y el lenguaje. La fenomenología, corriente filosófica fundada por Edmund Husserl, describe el modo en que los sujetos conscientes experiencian la realidad en tanto dotada de sentido. Se dirige al campo de los fenómenos, a las realidades que aparecen ante la conciencia en su respectivo modo de aparecer. De ahí que, junto a la descripción de los actos de atención y percepción, y sus correspondientes correlatos intencionales, las diversas formas de representación simbólica, mediante las cuales la experiencia vivida se constituye como un conjunto de fenómenos dotados de significación, sean también objeto de descripción y análisis fenomenológico. Se asiste, pues, a una distinción fundamental en los correlatos de la conciencia: por un lado, esta se dirige hacia los fenómenos sentidos en su inmediatez y, por otro, hacia los fenómenos que son representados de forma simbólica.",Fenomenología; Lenguaje; Husserl; Multidisciplina filosófico-lingüística,Fides Ediciones,Español,https://openalex.org/W4386951319,,,Humanities; Philosophy,1,1.0,DOI (Lote),Filosofía,0.3465735902799726,4,1.16094379124341,Investigaciones fenomenológicas sobre el sentido y el lenguaje,M. Teresa Álvarez Mateos,investigaciones fenomenológicas lenguaje investigaciones fenomenológicas lenguaje teresa álvarez mateos universidaddeguanajuato universidaddeguanajuato fenomenología lenguaje husserl multidisciplina filosófico lingüística fenomenología lenguaje husserl multidisciplina filosófico lingüística fenomenología lenguaje husserl multidisciplina filosófico lingüística filosofía humanities philosophy conjunto investigaciones filosóficas componen libro hilo conductor relativo directa indirectamente relación fenomenología lenguaje fenomenología corriente filosófica fundada edmund husserl describe modo sujetos conscientes experiencian realidad dotada dirige campo fenómenos realidades aparecen conciencia respectivo modo aparecer ahí junto descripción actos atención percepción correspondientes correlatos intencionales diversas formas representación simbólica mediante cuales experiencia vivida constituye conjunto fenómenos dotados significación objeto descripción análisis fenomenológico asiste pues distinción fundamental correlatos conciencia lado dirige hacia fenómenos inmediatez hacia fenómenos representados forma simbólica,0.1526,0.1448
UGU0121,José Chávez Morado y el monumentalismo plástico ,José Osvaldo Chávez Rodríguez,2023,,Universidad de Guanajuato,"Tras una reflexión sobre sus obras, José Chávez Morado propuso el concepto de monumentalismo para describirlas, pues a su parecer tienen rasgos diferentes a los del muralismo tradicional. El presente libro ofrece un recorrido por la formación académica, cultural e ideológica de Chávez Morado, artista guanajuatense; el contexto histórico-social de su antecedente plástico directo: el muralismo posrevolucionario, que a su vez fue antecedido por la integración plástica; también se analizan los elementos distintivos del monumentalismo y se aplican a las obras de Chávez Morado. Muralismo y monumentalismo se muestran como dos cosas distintas y a la vez estrechamente ligadas. Este trabajo se orienta por el interés en los distintos aspectos que involucran la percepción sensorial en obras concretas, aunque no solo la fundamentada por la visualidad, sino también orientada por otro tipo de resultados no evidentes en productos artísticos, como los sociales y humanos. Finalmente, el último apartado habla de las aplicaciones y posibilidades conceptuales en las que el monumentalismo puede derivar.&nbsp;",Artistas guanajuatenses; Arte comentado; Crítica y poética del arte; Monumentalismo plástico; José Chávez Morado: vida-obra-técnica,No aplica,Español,,,,,0,0.0,No Encontrado,Arte,0.0,10,1.2397895272798372,José Chávez Morado y el monumentalismo plástico,José Osvaldo Chávez Rodríguez,josé chávez morado monumentalismo plástico josé chávez morado monumentalismo plástico josé osvaldo chávez rodríguez universidaddeguanajuato universidaddeguanajuato artistas guanajuatenses arte comentado crítica poética arte monumentalismo plástico josé chávez morado vida obra técnica artistas guanajuatenses arte comentado crítica poética arte monumentalismo plástico josé chávez morado vida obra técnica artistas guanajuatenses arte comentado crítica poética arte monumentalismo plástico josé chávez morado vida obra técnica arte tras reflexión obras josé chávez morado propuso concepto monumentalismo describirlas pues parecer rasgos diferentes muralismo tradicional presente libro ofrece recorrido formación académica cultural ideológica chávez morado artista guanajuatense contexto histórico social antecedente plástico directo muralismo posrevolucionario vez antecedido integración plástica analizan elementos distintivos monumentalismo aplican obras chávez morado muralismo monumentalismo muestran cosas distintas vez estrechamente ligadas trabajo orienta interés distintos aspectos involucran percepción sensorial obras concretas aunque solo fundamentada visualidad sino orientada tipo resultados evidentes productos artísticos sociales humanos finalmente último apartado habla aplicaciones posibilidades conceptuales monumentalismo puede derivar nbsp,0.2838,0.0
UGU0122,La ciudad de los bosques y la niebla Textos recuperados,Emiliano González; Miguel Lupián,2023,,Universidad de Guanajuato,"Emiliano González es uno de los autores fundamentales de la literatura fantástica mexicana. Esta obra reúne algunos de sus textos más diíciles de conseguir, publicados originalmente en revistas y periódicos, así como una faceta hasta ahora inédita del autor: la minificción. Recuperada y prologada por Miguel Lupián, esta selección es apenas la muestra de una gran capacidad imaginativa que va de lo extraño a lo maravilloso, pasando por el terror sobrenatural, el erotismo, lo siniestro o la ciencia ficción. Sea, pues, una maravillosa iniciación para exploradores intrépidos, un complemento sabroso para el que ya rasgó la cortina de zarsas y materia prima para críticos y estudiosos de la literatura fantástica mexicana.",Misterio; Terror; Cuerpo; Ficción; Cuento; Fantástica,No aplica,Español,,,,,0,0.0,No Encontrado,Ficción,0.0,8,1.219722457733622,La ciudad de los bosques y la niebla Textos recuperados,Emiliano González,ciudad bosques niebla textos recuperados ciudad bosques niebla textos recuperados emiliano gonzález universidaddeguanajuato universidaddeguanajuato misterio terror cuerpo ficción cuento fantástica misterio terror cuerpo ficción cuento fantástica misterio terror cuerpo ficción cuento fantástica ficción emiliano gonzález autores fundamentales literatura fantástica mexicana obra reúne textos diíciles conseguir publicados originalmente revistas periódicos así faceta ahora inédita autor minificción recuperada prologada miguel lupián selección apenas muestra gran capacidad imaginativa extraño maravilloso pasando terror sobrenatural erotismo siniestro ciencia ficción pues maravillosa iniciación exploradores intrépidos complemento sabroso rasgó cortina zarsas materia prima críticos estudiosos literatura fantástica mexicana,0.2504,0.0
UGU0123,La responsabilidad patrimonial del Estado y el error jurisdiccional Notas para su estudio en el sistema jurídico mexicano,Jesús Arellano Gómez,2023,,Universidad de Guanajuato,"La justicia es un elemento esencial y, a su vez, un factor unificador de las relaciones sociales, pues las personas encontramos en esta función un espacio objetivo e imparcial para alcanzar la solución a problemas, no obstante el ejercicio de esta función originaria del Estado no es infalible, y ante ello el mismo Estado debe responder y más cuando se precia por ser un Estado constitucional y democrático de derecho, toda vez que debe velar por el reconocimiento y protección de los derechos humanos sin importar su fuente, y en ocasiones, cuando no se cumpla con esa misión, debe reparar cualquier afectación a los mismos y más cuando en el ejercicio de sus funciones es él quien los ha dañado, ese será el alcance de la responsabilidad del Estado. Se ofrecen al lector elementos que permiten comprender los alcances y límites de los conceptos de error judicial e indemnización, lo cual decanta en este esfuerzo analítico por delimitar los supuestos de la responsabilidad del Estado juez y su reconocimiento en México. El libro se distribuyó en cinco capítulos que tratan de conducir la investigación desde el significado de Estado hasta los posibles alcances del concepto de error judicial en nuestro sistema jurídico; pasando por el análisis de la responsabilidad patrimonial, el desarrollo de temas relacionados con la función jurisdiccional y el análisis de un caso de error judicial suscitado en el Estado mexicano y que formalmente no ha sido reconocido.",Estado mexicano; Gobierno y Administración pública; Estado de Derecho; Estructuras políticas; Responsabilidad patrimonial; Justicia,No aplica,Español,,,,,0,0.0,No Encontrado,Derecho,0.0,5,1.1791759469228056,La responsabilidad patrimonial del Estado y el error jurisdiccional Notas para su estudio en el sistema jurídico mexicano,Jesús Arellano Gómez,responsabilidad patrimonial error jurisdiccional notas estudio sistema jurídico mexicano responsabilidad patrimonial error jurisdiccional notas estudio sistema jurídico mexicano jesús arellano gómez universidaddeguanajuato universidaddeguanajuato mexicano gobierno administración pública derecho estructuras políticas responsabilidad patrimonial justicia mexicano gobierno administración pública derecho estructuras políticas responsabilidad patrimonial justicia mexicano gobierno administración pública derecho estructuras políticas responsabilidad patrimonial justicia derecho justicia elemento esencial vez factor unificador relaciones sociales pues personas encontramos función espacio objetivo imparcial alcanzar solución problemas obstante ejercicio función originaria infalible ello mismo debe responder precia constitucional democrático derecho toda vez debe velar reconocimiento protección derechos humanos importar fuente ocasiones cumpla misión debe reparar cualquier afectación mismos ejercicio funciones dañado alcance responsabilidad ofrecen lector elementos permiten comprender alcances límites conceptos error judicial indemnización decanta esfuerzo analítico delimitar supuestos responsabilidad juez reconocimiento méxico libro distribuyó cinco capítulos tratan conducir investigación significado posibles alcances concepto error judicial sistema jurídico pasando análisis responsabilidad patrimonial desarrollo temas relacionados función jurisdiccional análisis caso error judicial suscitado mexicano formalmente sido reconocido,0.1829,0.0
